housename,location,houseprice,time_of_completion
"
馨华园南湖天下
","
                              ［余杭-老余杭］彭余公路                            ",13235,"<p class=""date"">竣工日期：2012年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
名城公馆
","
                              ［拱墅-桥西］登云路,近通益路                            ",50657,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
新湖武林国际
","
                              ［下城-体育场路］环城北路167号                            ",62709,"<p class=""date"">竣工日期：2014年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
天阳九筑
","
                              ［江干-九堡科技园］九昌路                            ",35898,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
盛元蓝爵国际
","
                              ［萧山-萧山市区］金鸡路333号                            ",38200,"<p class=""date"">竣工日期：2009年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
龙湖滟澜山(茗轩)
","
                              ［江干-金沙湖］华景街383号                            ",37499,"<p class=""date"">竣工日期：2011年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
仓溢绿苑
","
                              ［余杭-未来科技城］海曙路128号                            ",24973,"<p class=""date"">竣工日期：2009年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
明怡花苑
","
                              ［萧山-经开区］建设一路377号                            ",31061,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
新怡家园
","
                              ［江干-金沙湖］下沙南路,近盛源路                            ",28058,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
华元玉榕庄
","
                              ［余杭-闲林］上和路8号                            ",19130,"<p class=""date"">竣工日期：2013年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
天阳上河(公寓)
","
                              ［拱墅-和睦］和盛街111号                            ",48532,"<p class=""date"">竣工日期：2008年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
依锦苑
","
                              ［拱墅-半山田园］建工路,近半山东路                            ",29113,"<p class=""date"">竣工日期：2000年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
宏河嘉园
","
                              ［萧山-江东新城］永丰路                            ",15356,"<p class=""date"">竣工日期：2009年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
得力半岛花园(公寓)
","
                              ［萧山-湘湖闻堰］晨晖路507号                            ",29983,"<p class=""date"">竣工日期：2009年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
京明凤凰家园
","
                              ［萧山-江东新城］申达路388号                            ",13973,"<p class=""date"">竣工日期：2009年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
临平新丰苑
","
                              ［余杭-临平］车站路53号                            ",18592,"<p class=""date"">竣工日期：2002年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
"
新天地单身公寓
","
                              ［桐庐-桐庐］白云源路883号                            ",13104,"<p class=""date"">竣工日期：2006年                                 <!-- 筛选绿化优美，品牌开发商，大型社区，地铁沿线后，小区信息中显示相应的字段 -->
</p>"
